sku;fecha;udsStock
10;20200425;350
10;20200426;350
10;20200427;350
10;20200428;350
10;20200429;350
10;20200430;350
10;20200501;350
10;20200502;350
10;20200503;350
10;20200504;350
10;20200505;350
10;20200506;350
10;20200507;350
10;20200508;350
10;20200509;350
10;20200510;350
10;20200511;350
10;20200512;343
10;20200513;336
10;20200514;315
10;20200515;308
10;20200516;252
10;20200517;245
10;20200518;245
10;20200519;238
10;20200520;322
10;20200521;294
10;20200522;287
10;20200523;280
10;20200524;266
10;20200525;266
10;20200526;189
10;20200527;210
10;20200528;182
10;20200529;308
10;20200530;280
10;20200531;252
10;20200601;252
10;20200602;245
10;20200603;182
10;20200604;147
10;20200605;322
10;20200606;294
10;20200607;259
10;20200608;259
10;20200609;609
10;20200610;588
10;20200611;539
10;20200612;511
10;20200613;483
10;20200614;448
10;20200615;448
10;20200616;420
10;20200617;378
10;20200618;357
10;20200619;476
10;20200620;441
10;20200621;392
10;20200622;392
10;20200623;343
10;20200624;336
10;20200625;315
10;20200626;469
10;20200627;462
10;20200628;434
10;20200629;434
10;20200630;385
10;20200701;336
10;20200702;322
10;20200703;287
10;20200704;280
10;20200705;266
10;20200706;266
10;20200707;252
10;20200708;224
10;20200709;210
10;20200710;434
10;20200711;420
10;20200712;385
10;20200713;385
10;20200714;364
10;20200715;357
10;20200716;343
10;20200717;476
10;20200718;462
10;20200719;448
10;20200720;448
10;20200721;441
10;20200722;420
10;20200723;392
10;20200724;385
10;20200725;385
10;20200726;364
10;20200727;364
10;20200728;350
10;20200729;336
10;20200730;308
10;20200731;308
10;20200801;273
10;20200802;245
10;20200803;245
10;20200804;203
10;20200805;182
10;20200806;182
10;20200807;553
10;20200808;511
10;20200809;490
10;20200810;490
10;20200811;462
10;20200812;441
10;20200813;434
10;20200814;392
10;20200815;357
10;20200816;343
10;20200817;343
10;20200818;301
10;20200819;259
10;20200820;224
10;20200821;574
10;20200822;567
10;20200823;560
10;20200824;560
10;20200825;567
10;20200826;553
10;20200827;511
10;20200828;504
10;20200829;490
10;20200830;469
10;20200831;469
10;20200901;399
10;20200902;378
10;20200903;357
8;20220129;364
8;20220130;357
8;20220131;357
8;20220201;329
8;20220202;308
8;20220203;301
8;20220204;301
8;20220205;287
8;20220206;259
8;20220207;259
8;20220208;399
8;20220209;392
8;20220210;364
8;20220211;364
8;20220212;357
8;20220213;350
8;20220214;350
8;20220215;343
8;20220216;322
8;20220217;308
8;20220218;308
8;20220219;308
8;20220220;280
8;20220221;280
8;20220222;280
8;20220223;273
8;20220224;273
8;20220225;252
8;20220226;231
8;20220227;217
8;20220228;217
8;20220301;189
8;20220302;126
8;20220303;105
8;20220304;84
8;20220305;84
8;20220306;49
8;20220307;49
8;20220308;301
8;20220309;287
8;20220310;252
8;20220311;252
8;20220312;245
8;20220313;231
8;20220314;231
8;20220315;357
9;20200315;273
9;20200316;273
9;20200317;273
9;20200318;273
9;20200319;273
9;20200320;273
9;20200321;273
9;20200322;273
9;20200323;273
9;20200324;273
9;20200325;273
9;20200326;273
9;20200327;273
9;20200328;273
9;20200329;273
9;20200330;273
9;20200331;273
9;20200401;273
9;20200402;273
9;20200403;273
9;20200404;273
9;20200405;273
9;20200406;273
9;20200407;273
9;20200408;273
9;20200409;273
9;20200410;273
9;20200411;273
9;20200412;273
9;20200413;273
9;20200414;273
9;20200415;273
9;20200416;273
9;20200417;273
9;20200418;273
9;20200419;273
9;20200420;273
9;20200421;273
9;20200422;273
9;20200423;273
9;20200424;273
9;20200425;273
9;20200426;273
9;20200427;273
9;20200428;273
9;20200429;273
9;20200430;273
9;20200501;273
9;20200502;273
9;20200503;273
9;20200504;273
9;20200505;273
9;20200506;273
9;20200507;273
9;20200508;273
9;20200509;273
9;20200510;273
9;20200511;273
9;20200512;273
9;20200513;273
9;20200514;413
9;20200515;406
9;20200516;406
9;20200517;399
9;20200518;399
9;20200519;392
9;20200520;385
9;20200521;378
9;20200522;371
9;20200523;357
9;20200524;357
9;20200525;357
9;20200526;357
9;20200527;350
9;20200528;343
9;20200529;315
9;20200530;315
9;20200531;315
9;20200601;315
9;20200602;301
9;20200603;266
9;20200604;308
9;20200605;308
9;20200606;308
9;20200607;280
9;20200608;280
9;20200609;266
9;20200610;252
9;20200611;245
9;20200612;231
9;20200613;217
9;20200614;196
9;20200615;196
9;20200616;182
9;20200617;161
9;20200618;210
9;20200619;175
9;20200620;161
9;20200621;161
9;20200622;161
9;20200623;140
9;20200624;105
9;20200625;224
9;20200626;217
9;20200627;182
9;20200628;182
9;20200629;182
9;20200630;175
9;20200701;154
9;20200702;273
9;20200703;252
9;20200704;231
9;20200705;217
9;20200706;217
9;20200707;217
9;20200708;210
9;20200709;280
9;20200710;280
9;20200711;273
9;20200712;266
9;20200713;266
9;20200714;266
9;20200715;259
9;20200716;252
9;20200717;252
9;20200718;231
9;20200719;231
9;20200720;231
9;20200721;196
9;20200722;189
9;20200723;175
9;20200724;168
9;20200725;168
9;20200726;161
9;20200727;161
9;20200728;161
9;20200729;133
9;20200730;266
9;20200731;259
14;20211101;0
14;20211102;0
14;20211103;0
14;20211104;0
14;20211105;0
14;20211106;0
14;20211107;0
14;20211108;0
14;20211109;0
14;20211110;0
14;20211111;0
14;20211112;140
14;20211113;140
14;20211114;140
14;20211115;98
14;20211116;84
14;20211117;56
14;20211118;21
14;20211119;0
14;20211120;-7
14;20211121;-7
14;20211122;-7
14;20211123;-7
14;20211124;-7
14;20211125;-7
14;20211126;413
14;20211127;392
14;20211128;315
14;20211129;315
14;20211130;273
14;20211201;224
14;20211202;168
14;20211203;119
14;20211204;105
14;20211205;56
14;20211206;56
14;20211207;49
14;20211208;28
14;20211209;28
14;20211210;700
14;20211211;686
14;20211212;665
14;20211213;665
14;20211214;644
14;20211215;616
14;20211216;602
14;20211217;553
14;20211218;546
14;20211219;518
14;20211220;504
14;20211221;434
14;20211222;392
14;20211223;357
14;20211224;329
14;20211225;315
14;20211226;315
14;20211227;315
14;20211228;294
14;20211229;273
14;20211230;217
14;20211231;210
14;20220101;196
14;20220102;196
14;20220103;196
14;20220104;168
14;20220105;154
14;20220106;147
14;20220107;427
14;20220108;399
14;20220109;364
14;20220110;364
14;20220111;329
14;20220112;329
14;20220113;329
14;20220114;315
14;20220115;287
14;20220116;224
14;20220117;224
14;20220118;161
14;20220119;133
14;20220120;126
14;20220121;231
14;20220122;189
14;20220123;161
14;20220124;161
14;20220125;154
14;20220126;119
14;20220127;105
14;20220128;91
14;20220129;70
14;20220130;35
14;20220131;35
14;20220201;35
14;20220202;21
14;20220203;14
14;20220204;427
14;20220205;427
14;20220206;420
14;20220207;420
14;20220208;392
14;20220209;371
14;20220210;371
14;20220211;343
14;20220212;329
14;20220213;301
14;20220214;301
14;20220215;294
14;20220216;259
14;20220217;245
14;20220218;364
14;20220219;343
14;20220220;301
14;20220221;301
14;20220222;287
14;20220223;231
14;20220224;217
14;20220225;203
14;20220226;182
14;20220227;161
14;20220228;161
14;20220301;126
14;20220302;77
14;20220303;63
14;20220304;343
14;20220305;308
14;20220306;259
14;20220307;259
14;20220308;245
14;20220309;203
14;20220310;182
14;20220311;168
14;20220312;154
14;20220313;133
14;20220314;133
14;20220315;98
15;20200315;175
15;20200316;175
15;20200317;231
15;20200318;231
15;20200319;231
15;20200320;231
15;20200321;231
15;20200322;231
15;20200323;231
15;20200324;231
15;20200325;231
15;20200326;231
15;20200327;231
15;20200328;231
15;20200329;231
15;20200330;231
15;20200331;231
15;20200401;231
15;20200402;231
15;20200403;231
15;20200404;231
15;20200405;231
15;20200406;231
15;20200407;231
15;20200408;231
15;20200409;231
15;20200410;231
15;20200411;231
15;20200412;231
15;20200413;231
15;20200414;231
15;20200415;231
15;20200416;231
15;20200417;231
15;20200418;231
15;20200419;231
15;20200420;231
15;20200421;231
15;20200422;231
15;20200423;231
15;20200424;231
15;20200425;231
15;20200426;231
15;20200427;231
15;20200428;231
15;20200429;231
15;20200430;231
15;20200501;231
15;20200502;231
15;20200503;231
10;20200904;441
10;20200905;413
10;20200906;392
10;20200907;392
10;20200908;350
10;20200909;322
10;20200910;301
10;20200911;413
10;20200912;357
10;20200913;343
10;20200914;343
10;20200915;315
10;20200916;280
10;20200917;259
10;20200918;252
10;20200919;238
10;20200920;217
10;20200921;217
10;20200922;161
10;20200923;147
10;20200924;147
10;20200925;77
10;20200926;42
10;20200927;28
10;20200928;28
10;20200929;0
10;20200930;-7
10;20201001;-7
10;20201002;7
10;20201003;0
10;20201004;-21
10;20201005;-21
10;20201006;7
10;20201007;0
10;20201008;0
10;20201009;357
10;20201010;357
10;20201011;357
10;20201012;357
10;20201013;357
10;20201014;175
10;20201015;147
10;20201016;392
10;20201017;385
10;20201018;378
10;20201019;378
10;20201020;350
10;20201021;350
10;20201022;336
10;20201023;476
10;20201024;462
10;20201025;399
10;20201026;399
10;20201027;371
10;20201028;350
10;20201029;322
10;20201030;301
10;20201031;280
10;20201101;273
10;20201102;273
10;20201103;273
10;20201104;252
10;20201105;224
10;20201106;217
10;20201107;189
10;20201108;161
10;20201109;161
10;20201110;126
10;20201111;119
10;20201112;105
10;20201113;98
10;20201114;77
10;20201115;56
10;20201116;56
10;20201117;49
10;20201118;42
10;20201119;35
10;20201120;189
10;20201121;182
10;20201122;168
10;20201123;168
10;20201124;168
10;20201125;161
10;20201126;147
10;20201127;378
10;20201128;364
10;20201129;329
10;20201130;329
10;20201201;294
10;20201202;252
10;20201203;217
10;20201204;301
10;20201205;294
10;20201206;259
10;20201207;259
10;20201208;252
10;20201209;252
10;20201210;210
10;20201211;462
10;20201212;427
10;20201213;406
10;20201214;406
10;20201215;399
10;20201216;385
10;20201217;378
10;20201218;490
10;20201219;476
10;20201220;469
10;20201221;469
10;20201222;455
10;20201223;448
10;20201224;434
10;20201225;427
10;20201226;427
10;20201227;357
10;20201228;427
10;20201229;399
10;20201230;378
10;20201231;371
10;20210101;357
10;20210102;357
10;20210103;301
10;20210104;336
10;20210105;315
10;20210106;280
10;20210107;280
10;20210108;357
10;20210109;336
10;20210110;336
10;20210111;336
10;20210112;336
10;20210113;329
10;20210114;322
10;20210115;399
10;20210116;357
10;20210117;322
10;20210118;322
10;20210119;287
10;20210120;252
10;20210121;238
10;20210122;294
10;20210123;245
10;20210124;231
10;20210125;231
10;20210126;210
10;20210127;196
10;20210128;189
10;20210129;532
10;20210130;525
10;20210131;518
10;20210201;518
10;20210202;483
10;20210203;462
10;20210204;455
10;20210205;455
10;20210206;455
10;20210207;441
10;20210208;441
10;20210209;399
10;20210210;385
10;20210211;378
10;20210212;378
10;20210213;378
10;20210214;364
10;20210215;364
10;20210216;329
10;20210217;308
10;20210218;308
10;20210219;364
10;20210220;357
10;20210221;350
10;20210222;350
10;20210223;343
10;20210224;343
10;20210225;315
10;20210226;350
10;20210227;350
10;20210228;336
10;20210301;336
10;20210302;315
10;20210303;308
10;20210304;301
10;20210305;378
10;20210306;371
10;20210307;357
11;20211013;0
11;20211014;0
11;20211015;0
11;20211016;0
11;20211017;0
11;20211018;0
11;20211019;0
11;20211020;0
11;20211021;0
11;20211022;0
11;20211023;0
11;20211024;0
11;20211025;0
11;20211026;0
11;20211027;0
11;20211028;0
11;20211029;0
11;20211030;0
11;20211031;0
11;20211101;0
11;20211102;0
11;20211103;0
11;20211104;0
11;20211105;0
11;20211106;0
11;20211107;0
11;20211108;0
11;20211109;0
11;20211110;0
11;20211111;0
11;20211112;0
11;20211113;0
11;20211114;0
11;20211115;112
11;20211116;84
11;20211117;70
11;20211118;70
11;20211119;42
11;20211120;42
11;20211121;28
11;20211122;294
11;20211123;266
11;20211124;217
11;20211125;189
11;20211126;175
11;20211127;175
11;20211128;119
11;20211129;252
11;20211130;210
11;20211201;203
11;20211202;175
11;20211203;154
11;20211204;140
11;20211205;119
11;20211206;119
11;20211207;119
11;20211208;70
11;20211209;63
11;20211210;56
11;20211211;42
11;20211212;28
11;20211213;308
11;20211214;287
11;20211215;371
11;20211216;350
11;20211217;336
11;20211218;315
11;20211219;301
11;20211220;420
11;20211221;399
11;20211222;392
11;20211223;378
11;20211224;364
11;20211225;329
11;20211226;329
11;20211227;301
11;20211228;273
11;20211229;259
11;20211230;231
11;20211231;217
11;20220101;196
11;20220102;196
11;20220103;336
11;20220104;329
11;20220105;301
11;20220106;287
11;20220107;287
11;20220108;252
11;20220109;231
11;20220110;210
11;20220111;189
11;20220112;154
11;20220113;140
11;20220114;126
11;20220115;126
11;20220116;119
11;20220117;392
11;20220118;378
11;20220119;364
11;20220120;357
11;20220121;350
11;20220122;329
11;20220123;301
11;20220124;301
11;20220125;273
11;20220126;245
11;20220127;231
11;20220128;182
11;20220129;182
11;20220130;154
11;20220131;280
11;20220201;245
11;20220202;231
11;20220203;224
11;20220204;189
11;20220205;189
11;20220206;182
11;20220207;315
11;20220208;280
11;20220209;280
11;20220210;266
11;20220211;259
11;20220212;245
11;20220213;217
11;20220214;203
11;20220215;196
11;20220216;182
11;20220217;161
11;20220218;147
11;20220219;126
11;20220220;119
11;20220221;259
11;20220222;259
11;20220223;224
11;20220224;217
11;20220225;203
11;20220226;175
11;20220227;140
11;20220228;273
11;20220301;238
11;20220302;238
11;20220303;231
11;20220304;196
11;20220305;140
11;20220306;105
11;20220307;245
11;20220308;238
11;20220309;231
11;20220310;217
11;20220311;196
11;20220312;189
11;20220313;161
11;20220314;287
11;20220315;231
12;20200315;-56
12;20200316;364
12;20200317;364
12;20200318;364
12;20200319;364
12;20200320;364
12;20200321;364
12;20200322;364
12;20200323;364
12;20200324;364
12;20200325;364
12;20200326;364
12;20200327;364
12;20200328;364
12;20200329;364
12;20200330;364
12;20200331;364
12;20200401;364
12;20200402;364
12;20200403;364
12;20200404;364
12;20200405;364
12;20200406;364
12;20200407;364
12;20200408;364
12;20200409;364
12;20200410;364
12;20200411;364
12;20200412;364
12;20200413;364
12;20200414;364
9;20200801;224
9;20200802;224
9;20200803;224
9;20200804;203
9;20200805;203
9;20200806;259
9;20200807;252
9;20200808;238
9;20200809;231
9;20200810;231
9;20200811;224
9;20200812;203
9;20200813;259
9;20200814;238
9;20200815;217
9;20200816;217
9;20200817;217
9;20200818;210
9;20200819;196
9;20200820;322
9;20200821;308
9;20200822;301
9;20200823;287
9;20200824;287
9;20200825;280
9;20200826;273
9;20200827;329
9;20200828;301
9;20200829;280
9;20200830;273
9;20200831;273
9;20200901;266
9;20200902;245
9;20200903;301
9;20200904;287
9;20200905;252
9;20200906;238
9;20200907;238
9;20200908;224
9;20200909;196
9;20200910;252
9;20200911;245
9;20200912;245
9;20200913;238
9;20200914;238
9;20200915;196
9;20200916;182
9;20200917;224
9;20200918;196
9;20200919;189
9;20200920;175
9;20200921;175
9;20200922;175
9;20200923;168
9;20200924;294
9;20200925;294
9;20200926;294
9;20200927;280
9;20200928;280
9;20200929;266
9;20200930;259
9;20201001;224
9;20201002;224
9;20201003;210
9;20201004;175
9;20201005;175
9;20201006;175
9;20201007;175
9;20201008;357
9;20201009;350
9;20201010;336
9;20201011;315
9;20201012;315
9;20201013;315
9;20201014;315
9;20201015;336
9;20201016;308
9;20201017;315
9;20201018;301
9;20201019;301
9;20201020;280
9;20201021;259
9;20201022;203
9;20201023;196
9;20201024;168
9;20201025;154
9;20201026;154
9;20201027;133
9;20201028;98
9;20201029;287
9;20201030;287
9;20201031;287
9;20201101;231
9;20201102;231
9;20201103;231
9;20201104;203
9;20201105;294
9;20201106;238
9;20201107;203
9;20201108;189
9;20201109;189
9;20201110;182
9;20201111;154
9;20201112;280
9;20201113;259
9;20201114;252
9;20201115;238
9;20201116;238
9;20201117;196
9;20201118;196
9;20201119;308
9;20201120;294
9;20201121;294
9;20201122;287
9;20201123;287
9;20201124;266
9;20201125;224
9;20201126;357
9;20201127;343
9;20201128;315
9;20201129;294
9;20201130;294
9;20201201;287
9;20201202;266
9;20201203;385
9;20201204;357
9;20201205;336
9;20201206;294
9;20201207;294
9;20201208;294
9;20201209;294
9;20201210;413
9;20201211;385
9;20201212;357
9;20201213;343
9;20201214;343
9;20201215;308
9;20201216;406
9;20201217;476
9;20201218;455
9;20201219;434
9;20201220;413
9;20201221;413
9;20201222;385
9;20201223;385
9;20201224;371
9;20201225;371
9;20201226;371
9;20201227;357
9;20201228;357
9;20201229;336
9;20201230;315
9;20201231;301
9;20210101;413
9;20210102;413
9;20210103;371
9;20210104;371
9;20210105;343
9;20210106;322
9;20210107;392
9;20210108;378
9;20210109;378
9;20210110;378
9;20210111;378
9;20210112;364
9;20210113;350
9;20210114;343
9;20210115;322
9;20210116;315
9;20210117;315
9;20210118;315
9;20210119;294
9;20210120;287
9;20210121;329
9;20210122;301
9;20210123;287
9;20210124;252
9;20210125;252
9;20210126;210
9;20210127;175
9;20210128;420
9;20210129;399
9;20210130;399
9;20210131;392
9;20210201;392
10;20210308;357
10;20210309;336
10;20210310;329
10;20210311;315
10;20210312;357
10;20210313;357
10;20210314;343
10;20210315;343
10;20210316;315
10;20210317;308
10;20210318;308
10;20210319;385
10;20210320;385
10;20210321;371
10;20210322;371
10;20210323;364
10;20210324;350
10;20210325;343
10;20210326;413
10;20210327;406
10;20210328;378
10;20210329;378
10;20210330;357
10;20210331;357
10;20210401;357
10;20210402;357
10;20210403;357
10;20210404;343
10;20210405;343
10;20210406;329
10;20210407;308
10;20210408;308
10;20210409;322
10;20210410;315
10;20210411;315
10;20210412;315
10;20210413;315
10;20210414;336
10;20210415;322
10;20210416;301
10;20210417;287
10;20210418;287
10;20210419;287
10;20210420;280
10;20210421;273
10;20210422;266
10;20210423;364
10;20210424;357
10;20210425;350
10;20210426;350
10;20210427;322
10;20210428;308
10;20210429;294
10;20210430;357
10;20210501;336
10;20210502;336
10;20210503;336
10;20210504;329
10;20210505;308
10;20210506;301
10;20210507;378
10;20210508;357
10;20210509;329
10;20210510;329
10;20210511;294
10;20210512;280
10;20210513;259
10;20210514;378
10;20210515;378
10;20210516;364
10;20210517;364
10;20210518;357
10;20210519;343
10;20210520;322
10;20210521;301
10;20210522;301
10;20210523;287
10;20210524;287
10;20210525;266
10;20210526;259
10;20210527;252
10;20210528;385
10;20210529;364
10;20210530;343
10;20210531;343
10;20210601;322
10;20210602;308
10;20210603;301
10;20210604;434
10;20210605;427
10;20210606;413
10;20210607;413
10;20210608;406
10;20210609;392
10;20210610;385
10;20210611;378
10;20210612;357
10;20210613;343
10;20210614;343
10;20210615;322
10;20210616;294
10;20210617;273
10;20210618;399
10;20210619;350
10;20210620;336
10;20210621;336
10;20210622;329
10;20210623;301
10;20210624;287
10;20210625;392
10;20210626;385
10;20210627;364
10;20210628;364
10;20210629;350
10;20210630;343
10;20210701;343
10;20210702;343
10;20210703;329
10;20210704;301
10;20210705;287
10;20210706;392
10;20210707;385
10;20210708;364
10;20210709;378
10;20210710;364
10;20210711;357
10;20210712;357
10;20210713;329
10;20210714;315
10;20210715;301
10;20210716;350
10;20210717;315
10;20210718;308
10;20210719;301
10;20210720;301
10;20210721;259
10;20210722;245
10;20210723;378
10;20210724;371
10;20210725;364
10;20210726;357
10;20210727;329
10;20210728;315
10;20210729;294
10;20210730;322
10;20210731;287
10;20210801;273
10;20210802;273
10;20210803;238
10;20210804;189
10;20210805;175
10;20210806;357
10;20210807;343
10;20210808;343
10;20210809;322
10;20210810;294
10;20210811;287
10;20210812;287
10;20210813;350
10;20210814;322
10;20210815;315
10;20210816;308
10;20210817;259
10;20210818;217
10;20210819;168
10;20210820;329
10;20210821;315
10;20210822;315
10;20210823;315
10;20210824;315
10;20210825;294
10;20210826;252
10;20210827;343
10;20210828;322
10;20210829;301
10;20210830;294
10;20210831;287
10;20210901;266
10;20210902;245
10;20210903;357
10;20210904;329
10;20210905;308
10;20210906;294
10;20210907;210
10;20210908;196
12;20200415;364
12;20200416;364
12;20200417;364
12;20200418;364
12;20200419;364
12;20200420;364
12;20200421;364
12;20200422;364
12;20200423;364
12;20200424;364
12;20200425;364
12;20200426;364
12;20200427;364
12;20200428;364
12;20200429;364
12;20200430;364
12;20200501;364
12;20200502;364
12;20200503;364
12;20200504;364
12;20200505;364
12;20200506;364
12;20200507;364
12;20200508;364
12;20200509;364
12;20200510;364
12;20200511;364
12;20200512;364
12;20200513;364
12;20200514;364
12;20200515;364
12;20200516;364
12;20200517;364
12;20200518;364
12;20200519;364
12;20200520;364
12;20200521;364
12;20200522;364
12;20200523;364
12;20200524;364
12;20200525;364
12;20200526;364
12;20200527;364
12;20200528;364
12;20200529;364
12;20200530;364
12;20200531;364
12;20200601;364
12;20200602;364
12;20200603;364
12;20200604;364
12;20200605;364
12;20200606;364
12;20200607;364
12;20200608;364
12;20200609;364
12;20200610;343
12;20200611;315
12;20200612;301
12;20200613;294
12;20200614;294
12;20200615;280
12;20200616;273
12;20200617;259
12;20200618;252
12;20200619;252
12;20200620;238
12;20200621;231
12;20200622;231
12;20200623;217
12;20200624;217
12;20200625;217
12;20200626;210
12;20200627;196
12;20200628;189
12;20200629;189
12;20200630;175
12;20200701;168
12;20200702;168
12;20200703;161
12;20200704;154
12;20200705;140
12;20200706;210
12;20200707;161
12;20200708;154
12;20200709;154
12;20200710;140
12;20200711;126
12;20200712;119
12;20200713;119
12;20200714;98
12;20200715;70
12;20200716;63
12;20200717;56
12;20200718;49
12;20200719;49
12;20200720;322
12;20200721;301
12;20200722;301
12;20200723;280
12;20200724;280
12;20200725;266
12;20200726;259
12;20200727;252
12;20200728;238
12;20200729;224
12;20200730;217
12;20200731;203
12;20200801;196
12;20200802;175
12;20200803;315
12;20200804;301
12;20200805;287
12;20200806;280
12;20200807;259
12;20200808;252
12;20200809;231
12;20200810;210
12;20200811;196
12;20200812;182
12;20200813;175
12;20200814;168
12;20200815;168
12;20200816;168
12;20200817;371
12;20200818;364
12;20200819;357
12;20200820;350
12;20200821;336
12;20200822;322
12;20200823;308
12;20200824;294
12;20200825;294
12;20200826;273
12;20200827;259
12;20200828;259
12;20200829;252
12;20200830;238
12;20200831;378
12;20200901;364
12;20200902;322
12;20200903;322
12;20200904;322
12;20200905;301
12;20200906;273
12;20200907;259
12;20200908;259
12;20200909;252
12;20200910;245
12;20200911;217
12;20200912;217
12;20200913;217
12;20200914;413
12;20200915;378
12;20200916;364
12;20200917;343
12;20200918;322
12;20200919;315
12;20200920;294
12;20200921;259
12;20200922;252
12;20200923;245
12;20200924;224
12;20200925;210
12;20200926;189
12;20200927;175
12;20200928;161
12;20200929;434
12;20200930;434
12;20201001;427
12;20201002;427
12;20201003;399
12;20201004;364
12;20201005;357
12;20201006;357
12;20201007;350
12;20201008;336
12;20201009;308
12;20201010;308
12;20201011;266
12;20201012;245
12;20201013;294
12;20201014;287
12;20201015;273
12;20201016;259
12;20201017;245
12;20201018;245
12;20201019;511
12;20201020;504
12;20201021;497
12;20201022;469
12;20201023;441
12;20201024;413
12;20201025;399
12;20201026;532
12;20201027;518
12;20201028;504
12;20201029;490
12;20201030;476
12;20201031;469
12;20201101;448
12;20201102;441
12;20201103;427
12;20201104;413
12;20201105;385
12;20201106;357
12;20201107;336
12;20201108;308
12;20201109;588
12;20201110;567
12;20201111;553
12;20201112;532
12;20201113;504
12;20201114;476
12;20201115;469
12;20201116;441
12;20201117;434
12;20201118;399
12;20201119;392
12;20201120;378
12;20201121;357
12;20201122;336
12;20201123;588
12;20201124;574
12;20201125;574
12;20201126;560
12;20201127;532
12;20201128;490
12;20201129;476
12;20201130;476
12;20201201;434
12;20201202;420
12;20201203;399
12;20201204;385
12;20201205;364
12;20201206;357
12;20201207;336
12;20201208;315
12;20201209;658
12;20201210;616
12;20201211;595
12;20201212;567
12;20201213;546
12;20201214;490
12;20201215;455
12;20201216;434
12;20201217;406
12;20201218;406
12;20201219;399
12;20201220;364
12;20201221;609
12;20201222;560
12;20201223;532
12;20201224;497
12;20201225;490
12;20201226;490
12;20201227;455
12;20201228;434
12;20201229;406
12;20201230;350
12;20201231;315
12;20210101;308
12;20210102;308
12;20210103;287
12;20210104;385
12;20210105;364
12;20210106;343
12;20210107;343
12;20210108;329
12;20210109;280
12;20210110;280
12;20210111;280
12;20210112;280
12;20210113;280
12;20210114;280
12;20210115;273
12;20210116;273
12;20210117;238
12;20210118;378
12;20210119;371
12;20210120;364
12;20210121;343
12;20210122;343
12;20210123;294
12;20210124;273
12;20210125;259
12;20210126;245
12;20210127;224
12;20210128;217
12;20210129;196
12;20210130;168
12;20210131;168
12;20210201;308
12;20210202;273
12;20210203;259
12;20210204;231
12;20210205;231
12;20210206;196
12;20210207;182
12;20210208;182
12;20210209;140
12;20210210;133
12;20210211;119
12;20210212;112
12;20210213;105
12;20210214;105
12;20210215;105
12;20210216;364
12;20210217;357
12;20210218;343
12;20210219;315
12;20210220;301
12;20210221;294
12;20210222;287
12;20210223;266
12;20210224;259
12;20210225;245
12;20210226;245
12;20210227;217
12;20210228;203
12;20210301;322
12;20210302;315
12;20210303;315
12;20210304;294
12;20210305;287
12;20210306;280
12;20210307;245
12;20210308;231
12;20210309;224
12;20210310;203
12;20210311;196
12;20210312;182
12;20210313;168
12;20210314;161
12;20210315;357
12;20210316;329
12;20210317;308
12;20210318;294
12;20210319;266
12;20210320;252
12;20210321;231
12;20210322;231
12;20210323;196
12;20210324;189
12;20210325;182
12;20210326;154
12;20210327;140
12;20210328;119
12;20210329;322
12;20210330;308
12;20210331;280
12;20210401;252
12;20210402;238
12;20210403;210
12;20210404;196
12;20210405;175
12;20210406;133
12;20210407;133
12;20210408;133
12;20210409;126
12;20210410;112
12;20210411;98
12;20210412;371
12;20210413;364
12;20210414;364
12;20210415;364
12;20210416;357
12;20210417;350
12;20210418;336
12;20210419;329
12;20210420;315
12;20210421;280
12;20210422;252
12;20210423;252
12;20210424;245
12;20210425;231
12;20210426;280
12;20210427;266
12;20210428;259
12;20210429;196
12;20210430;175
12;20210501;168
12;20210502;168
12;20210503;168
12;20210504;140
12;20210505;133
12;20210506;91
12;20210507;91
12;20210508;77
12;20210509;77
12;20210510;357
12;20210511;357
12;20210512;343
12;20210513;322
12;20210514;315
12;20210515;294
12;20210516;259
12;20210517;238
12;20210518;210
12;20210519;203
12;20210520;182
12;20210521;175
12;20210522;161
12;20210523;161
12;20210524;287
12;20210525;266
12;20210526;259
12;20210527;259
12;20210528;224
12;20210529;203
12;20210530;196
12;20210531;196
12;20210601;168
12;20210602;161
12;20210603;147
12;20210604;133
12;20210605;119
12;20210606;98
12;20210607;231
12;20210608;231
12;20210609;217
12;20210610;196
12;20210611;161
12;20210612;161
12;20210613;154
12;20210614;154
12;20210615;126
12;20210616;112
12;20210617;91
12;20210618;77
12;20210619;56
12;20210620;56
12;20210621;189
12;20210622;161
12;20210623;154
12;20210624;147
12;20210625;140
12;20210626;133
12;20210627;133
12;20210628;77
12;20210629;70
12;20210630;42
12;20210701;42
12;20210702;42
12;20210703;42
12;20210704;42
12;20210705;42
12;20210706;252
12;20210707;252
12;20210708;217
12;20210709;203
12;20210710;175
12;20210711;168
12;20210712;168
12;20210713;161
12;20210714;161
12;20210715;133
12;20210716;112
12;20210717;105
12;20210718;84
12;20210719;154
12;20210720;133
12;20210721;126
12;20210722;126
12;20210723;112
12;20210724;98
12;20210725;77
12;20210726;56
12;20210727;56
12;20210728;49
12;20210729;42
12;20210730;35
12;20210731;21
12;20210801;14
12;20210802;287
12;20210803;273
12;20210804;259
12;20210805;245
12;20210806;245
12;20210807;231
12;20210808;231
12;20210809;231
12;20210810;210
12;20210811;203
12;20210812;182
12;20210813;175
12;20210814;168
12;20210815;168
12;20210816;294
12;20210817;280
12;20210818;280
12;20210819;266
12;20210820;266
12;20210821;259
12;20210822;245
12;20210823;245
12;20210824;231
12;20210825;224
12;20210826;203
12;20210827;175
12;20210828;154
12;20210829;126
12;20210830;252
12;20210831;252
12;20210901;231
